sentimen,Tweet
-1,terus kondisi indu anjing ras breeder tuh kayak gin kalau kamu beli anjing pet shop sama aja
0,green teaeederumet rp407 000 innisfree greentea seed serum set kbeauty beautycare signatureset barang kit
0,kita repeat
0,mending nis kamu jam aku menit sekali
0,ntar aku bilang kak changbin dulu kamu mau changbin hyunjin gak
-1,kadangkala hidup jadi teruk bila jujur orang salah
0,suara nya emg beda beda ciri khas masing masing kalo sering dengerin lagu lama lama hafal kok
0,tips lain jaga2 depan siapin ransel khusus emergency rumah kalian kayak ransel isi air batre senter
0,cara ikut like amp follow fanpage giant facebook instagram twitter like postingan tulis jawab
1,gaiss pantun punya potensi viral arti wkwk
1,atau tidak kamu aku selalu baik baik
-1,kalo buka bantu internasional isu kristen tuduh jokowi lagiudah jangan politisasi bencana
0,peeps kamu baru pertama kali laku booking guna kode voucher
0,bukti sendiri facemask komedo tumpuk hidung kamu cabut kaya gin alhasil
0,allah hendak sulit kamu dia hendak bersih kamu sempurna nikmat nya bagi kamu
-1,kalau mau turut logika dukung biadab tentu dengan enteng bisa lihat data bahw
-1,ribut aja
-1,larang taat mungkar
0,jadi kamu siti nurbaya
1,lawankemustahilan sayang kamu sendiri diam emas simak platinum ayok dong jangan diem aja
0,ngak mau mau yuk dua aja sama kamu ihhh cubitin pipi
0,kalo gak balik jadi artis semua tau alih profesi jadi apa
1,pernah temen bilang van aku lho kemarin mikir hidup bahagia terus ketawa2 terus nyata abis
1,gara gara kamu ngerjain soal trigonometri tentangin cos tangen jadiin cos kangen
1,loving isnt about marriage tak semua org cinta milik pernah hadir beri harap lepas
0,masukin kontol aku cuma mau jilatin memek kamu say
0,gabung yuk official fans page
1,kenal hiv penting kita semua tahu hiv kita makan stigma edar masyaraka
1,xiao bangga cerita kehancai kalau daomingi mau usaha suka bayangin gimana asa kamu kalau
0,top10group how bacod nya anak western squad masuk top group btw grup kamu nda http
1,kamu tau aku alami sama nice
1,berita kamu sodor justru kuat nyata teliti satu bilang
0,utk menung kita
0,siapa nih hari pake batik hayoo tukerin foto ootd selfie kamu pake batik haribatiknasional
1,layan aja esok kahwin ramai2 hahahah aduh
0,semangat pagi pagi mau bahas nih harga 2018 habitatcroll honour terima
1,kamu sweet banget mayu
1,poto sama suami yak hahahahahahahaha
0,osprey butuh heat resistant coating khusus landing deck bisa darat lagipula deck makassar class terlalu kec
-1,jangan salah paham digreb
0,kamu mami
1,lucu bener polisi nya lbp
-1,aku cinta pilih karena aku tidak bisa cinta orang selain kamu days
0,bapak pak baru lantik tepat oktober 2004 bukan selang pukul sepe
0,jadi kalian mau lima tahun depan negara pimpin orang2 tega politisasi bencana
-1,ong kamu candu
-1,pus fisip seru deh masa jam istirahat tugas trus baca skripsi ddlm dsuruh keluar enak
-1,jadi itu apa
-1,kamu jangan grogi gitu dong base
0,haribatiknasional selalu yang nanya kok kamu pake baju batik sih padahal celana batik
1,jangan keluh banyak tugas harus kau kerja syukur tuhan beri banyak
0,tempat ram manusia adl surgaementara bumi tempat uji mampu pindah surga nant
0,mana sih kampung batik kalong yuk habis upacara potong tumpeng jelajah pesonabatiknkri
-1,depan bajet paham belakang macam tueminggu jelas betul perangaielama jenuh menang
0,bila angkat tangan kat pak guard dia buat taktaw
0,kita nalang mataa
0,aku paham nya kalau lagi dideketin sama cowok gitu masa
-1,kalau buat thru camera fuh mesti nonstop and rasa annoyingnya bebudak ipx hehe
-1,kamu dichat aku sakit
1,funniest joke gusto lmao
-1,kan jangan jeles dia tahu mana eaa cyg
1,iya kamu salah satu ututu sweett
0,kalau nak tunjuk effort tapi
0,kecil ajar agama dosa pahala tugas allah rahsia hanya allah tahu amin umat islam sekarang
0,pimpin saja satu batikpemersatu
-1,semua anak lindung bawah meja masing masingemua anak remuk tulang mungkin selamat
-1,dendam sebab imunitas tubuh mati situ mula awal segala penyakittress kolesterol tinggi darah tinggi jantung
1,selamat hari batik nasional cinta batik ketika bangga maka ada sempat istimewa bahk
0,pak sedang ada papua raya malam natal tanggal desember 2004 sama saudara2 umat kristia
-1,betul sekaliayang beberapa kalimat saja tidak paham lebar mana
1,papanoodin ahahahahahahaha
0,tidak yakin lebih yakin talent anak anak sinetron alay adalah anak juga
1,jadi cewek jangan lemah kuat kalo kamu lemah gampang disakitin sama cowok tunjukin kalo kamu gak lemah
0,sanksi harus lawan jadi kemarin adalah akibat tidak becus negara
0,usah lagi sibuk lombok palu donggalaedangkan
-1,jangan dong wkwk
1,banyak gagal hidup tidak sadar betapa dekat dengan hasil mereka serah thomas edison
0,kisah sama aku kamu ego haribatiknasional
-1,don cheesy please bukan banget btw gelap sesak mah hati
0,info nct127 koran amerikaerikat performance jimmy kimmel live akan datang pic
-1,enggak usah sikap olah kamu penuh teka teki kamu diem aja kadang aku gak ngerti
-1,aku peduli berapa harga aku peduli kamu suka apa ngga aku ngga peduli kalo buang
0,bila dah taksub idola manusia jadi keluar isu utama semua tahu kuasa
-1,kamu ultah jan sedih sedih
1,saat tidak membeda2kan agama ras kita ini satu indonesiaalut buat fpi
0,haierly nadila aku kirim pesan aplikasi line kamu segera lihat tunggu responnya
1,apresiasi tinggi humas perintah satu inialut bangga
-1,pria sering hilang wanita cinta mereka tak pernah mau ajar harga asa wanita
0,great deals for yang nak naik pelamin hujung tahun nikah tunang skin lagi tak cantik
1,paripurna142 rahmat kalteng utk jaga marwah bangsa kita bantu dgn gotong royong palu
0,yaudah mas pak bang dek gak norak sana gih urusin masalah kamu
-1,awal kecewa liat nya makin sering liat kok jadi suka pas tau arti mungkin karna
-1,buat kalian sibuk iri negara tetangga coba lihat daftar indonesia masuk dlm nomer fanbasevt terbe
-1,menagis pon boleh dgr
0,tak kalah penting kejar cukup nutrisi anak sakit jantung bawa harus jaga jam tidu
0,video kokpit pesawat 130 hercules 1320 pertama kali darat bandara mutiara jufrieabtu 2018
1,terima kasih pak moga lekas pulih gbu
-1,pgen sumpahin jarah jarah palu biar kena musibah harus sgera sadar tuhan
1,kamu bukan salah bagi kamu layak bangga
0,aku tadi ngeliatin snap kamu lama ken ngechat jadi
0,hmm liat nnti
0,yukk btw blm kenal nihhh
0,kalo tuju biar lebih waspada lebih dekat diri yang maha kuasa gpp kalo bua
0,umur
0,bagaimana prancis cipta sistem metrik kita guna hingga sekarang
0,140 tweet sedia twitter akan cukup deskripsi betapa istimewa kamu prillybie mata prillvers
0,loh jungkook jarang muncul jadi jarang ngobrol ngobrol dong
-1,ngayal engga engga aku
0,wkwk terus mau kamu apa
0,selamat hari batik nasional meski banyak bilang nama batik buat tulis pakai canting
0,mereka foto buah kentang gue bakal sombong bye
0,sense crisis beda jepang mafia yakuza malah turun tangan ubah jadi organisasi sosial sini
-1,dia kamu cinta laku salah tak perlu memberitahu semua teman bukan maaf tap
0,ramekan batikpemersatu
0,haha apasalahnya shah alam lah
0,ini amal ulung indonesia mama lourent kusumouhu naga joko bodo mbah mijan semua
1,pelihara diri pada siksa tidak khusus timpa orang orang zalim kamu tahu
1,aku ingin dengar kata kata kamu sayang aku cukup dengar kata aku baik baik itu udah lebih cukup
0,kamu kapan
0,thank you masih jadi temen kan
-1,tak dipungkiri telah pernah komunismemengancamnegeri toreh peristiwa darah paling malu sekalig
-1,kok goblikeh kamu
1,cium dulu baru dimaafin
-1,antropolog amerika robert jay tahun 1953 turun jateng gambar kejam pki guna kuat
-1,makanya gausah terlalu cinta sama kantor kamu mati resign juga peduli sedih sedih
0,banyak kamu ngasihnya
-1,jadi ingat kader paai gariindra bakar sekolah
0,aku aku kamu lah negasi tiap tindak tanduk lisan tulis
1,satu min puji twitter walaupun min kongsi pasal apple xmeroyan guna facebook keny
0,when will ppl understand kalo semua wilayah jawa potensi besar maksud gak perlu pake liat
0,manusia makhluk kompleks pake prinsip matematika bicara manusia
0,act buka sempat bagiahabat salur bantu saudara yang dampak gempa palu dongga
0,bantu sebar barangkali teman teman lebih jilbab pakai muslim rumah bantu
0,istri whatsapp pak kepsekdi rahmah kecinan malaka lombok utara kmrn sekolah desa luluh lantak akibat
0,halo lik aku telat nyapa kamu telah baca bio kamu baca ulang sebelas aku mau kamu
0,musibah jadi luar kira manusia itu kita siap dimasing masing desa bentuk
-1,yah yah baru mau minta kamu nih
-1,curhatan akh akh kerap meinginternalisasi social anxiety takut kalau stok cewek habis akuisisi lelaki korea sela
0,ayat allahwt ingat agar waspada fitnah bencana apabila datang timpa tim
0,ikon comeback yuk exo kamu duluan aja rilis love scenario ikon ayuk sayang exo aku mas kelarin konser dulu sayang
1,kerah seluruh daya amp upaya utk bantu saudara2 kita kena musibah bencana terima kasih relaw
-1,ngeri negeri sungguh biadab oknum laku semua
0,gak gitu kamu stay
-1,wqwqwq kan udah putus
1,putar balik sejarah kita lawan
0,bila layan elok orang layan nak taknak
1,aku lucu tauuuu yaallah orang mah dianggep jahat aja cey jangan mau dibegoin terus terus
1,kan jangan sedih love kita jumpa
-1,untung aja aku gak temenan sama kamu nder
1,kamu temu orang mampu jadi pribadi baik tetap sama sahabat sangat sulit tuk temu
0,mau buka distro modal 10juta banget segera hubung 085221490661
1,terima kasih surprisenya temen2 semuaa serius surprised banget sarcasmukses
1,memang berjodohore ikon keluar malam teaser comeback exo keluar exo bahagia
0,ngobrol terus lawan bicara main beberapa kemudian hah barusa kam
0,kita ramekan batikpemersatu
0,coba sebutin judul lagu bts gambar mood kamu hari awal bulan harus ganti smartphone baru bukan
-1,apa lebih basi kamu makan bambanggg makan sekali gak sebab mati
0,titiekoeharto harus luruskanejarah
-1,orang teriak2 nkri harga mati minta ikut menyalah2kn perintah sdng kerja bantu saudara sdng kena
0,judul laksana assist sepakbola
0,saksi berita banyak jarah seperti tidak punya hak salah berhat
1,barangkali guna salah berjaga2
-1,diemin aja ampuh akuuka olok diem2 bae cape sendiri akhir stop deh klo ngikuti
-1,kamu udah tau ngeselin
-1,inna lillahi nyata benar bunda ratna aniaya biadab keji cara bungkam khas pkiudah sangat lampau bat
0,olive young kata rencana rilis edisi winter stiker kuku bt21 lip balm kit warna sisir bone
-1,simak cakap dan lalu tiru nya awak media instagram gak dibiarikan
1,allahwt tahu depan kita taubat mulai diri pribadi
0,kabar hrs pak
-1,simpul sebab bencana dasar premis premis sesat rujuk tahu yang dangkal
1,hidup mungkin kamu tak cukup baik semua orang kamu selalu jadi baik mata sahabat
0,untung warga jakarta milik pimpin spt aksi cepat prsl team amp bantu 60m pemp
1,umar bin khatab pesan yakin bahawa sesuatu nanti lepas banyak sabar kamu jalan buat kam
-1,iya pak lapar nya kayak limbadmpe makan tipi segala laper apa mau bikin rental
-1,bangcad kamu mbak mau tak doain olshop bangkrut
0,inovasi teknologi mungkin untuk tahan hidup layakalah satu must have items bugoutbag alat
1,prayforpalu doa saudara dong 2019kitatetapbersaudara
1,alhamdulillah tiga gol tiga angka dapat indahebarkan highlights dan jangan henti kamu mereka
0,target ngusir bekalsebelumajaleps12
1,perlu jadi sempurna mati ramai orang cukup hadir orang sudi terima baik buruk kurang
1,tindak kamu udah bener kok diemin aja dulu aku sering kata katain makin aku diem jadi capek sendiri
-1,gara gara negara diketawain negara belah aduuuh emang buat tinggi2 yaa ngga kuat gue
-1,kasi bapak bangsa rumus pancasila pasti sedih klo tau nyata generasi pancasila nya spt
-1,apa cannot brain lupa lelaki melayu suka harap isteri buat semua kerja rumah
-1,gak kaya gak pernah susah makan
0,suatu kamu ketemu aku aku jadi cantik banget tanda aku udah kaya
0,scorpio tak milik kriteria pasang jatuh hati saja
1,amin yom sini tau kok moga undang segera yom
-1,serius beneran makin kurang ajar maen keras
0,aku mau bikin giveaway pulsa gak banyak cuma sama 10k rangka exo udah spoiler comeback nya pil
1,lagi sama gitu managementnya wkwkw
0,generasi awal usaha batik garut catat nama masmin sejak thn 1910an sdh buat kain batik
0,masala apa
0,puluh menu kini warunk upnormal siap bikin selasa kamu makin kece nongkrong ema
1,terkadang lebih baik kalah bukan kamu salah karena kalah kamu tak hilang kamu cinta
-1,jikaaku sayang dia bagaimana aku punya ice cream tapiakan aku cari kamu baik
1,presiden pesan para atlet juang amp kerja keras beri hasil baik asianparagames2018aya
0,kalau renung mula perilaku kita orang paling tak layak dapat syurga allah abangenior
-1,kamu kalo mau percaya ramal serah gausah sebar ini jadi macam teror buat org
0,tahun 1919 piah ohen pindah tasikmalaya usaha bati garut buka oleh putra
-1,kamu lupa aku lebih lupa teuing
0,selamat pagi semua stress pagi2 nie tahu pisang kandung bahan tryptophan ditu
0,181002 newark jin sikat gigi kamu sikat gigi gera wajah noted cara baru
1,hooh yak asa seleb punya acc lebih satu wkwkwk
1,jangan takut kalau buat adil sungguh tolong allah akan tukar jokowi2periode 2019tetapjokowi iwartaid
0,hari sabtu arti kamu bolos
-1,kalo gerombol kardus maki2 amp ngamuk2 usah laden percuma ngomong apa kalo sdh benci baik
0,asa dalam kontol kamu sbesar gak masukin mek tante dong
-1,kawan2 jangan hirau pasu golput cuitanya pojok pasang capres amp cawapres jokowi amp ruf ami
0,saran ikan umk utk dapat
-1,edan liat akun simpatisan fpi banget ngomong nolongin orang yang kena bencana sekaligus ngatai
0,semua jenis hutan bahas wkwk btw hutan kalimantan tiap tahun selalu temu spesies bar
1,silaturahmi panjang usia maka itu mari selalu jaga tali silaturahmi sesa
0,perempuan biar lelaki pandang kamu umpama bunga kaktus hodoh rana ada orang antara lelaki
0,olive young kata rencana rilis edisi winter stiker kuku bt21 lip balm kit warna sisir boneka amp
1,pray for palu donggala lombok buat saudara2 sana moga beri kuat tabah ikhlas hadap uji allah amin
1,kamu salah
1,selalu
0,rasa sayang batas keluarga untuk lain kalau kamu mau jadi keluarga aku panggil sayang
1,kita layan hidup lebih arti
0,yuk tunjuk cinta kamu batik ikut lomba foto haribatikkompastv cek info lengkap poster
-1,musuh jokowi tetap serang jokowi siapa cawapresnya akan tetap dukung siapa lawan jokowi kalo gak
1,tuhan rawat semua asa keputusasaan baik telah nyala masih bara bahkan telah sirna
-1,sanksi harus lawan jadi kemarin adalah akibat tidak becus negara kemenp
-1,gus blm hapus pilu krn hilang teman baik kena kanker paru anda wkt ulang plg
-1,kecewa sakit org kita syg terkadang lebih pilih utk diam kalah drpd besar masalah
0,permen karet cipta bangsa maya lebih 300 tahun lalu rebus getah pohon sawo kunyah anehdidunia
1,jaya tni
1,awww
0,sapakin
1,tak aku sesat waze tnjuk jalan salah aku cuma tikam lidah walaupon salah hahah
-1,narasi bilang tutup ketidakmampuan rakyat jadi korban niat politisasi amp
0,hmm gitu kamu meong
-1,nyata bela bijak pak erti bahasa indonesia mungkin dari planet namex
0,kamu pendek mana keren kenalin nih calsebone tinggi badan praktis pake ribet cuma minum rutin kamu
-1,slalu ingat syukur sedang beri rezeki sering lupa syukur beri masalah sulit terimakas
-1,ngei lagiama
1,bhuakakakakakak
-1,kecewa sih yasudah nama sepak bola indonesia kalo kamu juara sungguh luar biasa jegal
-1,mikirin orang gak pernah mikirin itu emang bikin gila
1,hahahaha thnks selalu ingat heheheehe
1,udh deh mba ngerti makasih banyak mbaaaya daoakan semua lulus aamiin
0,dokumen korang wajib simpan masa travel luar negaraeeloknya simpan satu hard copy satu soft copy
0,knp bbrp kurir gosend sameday klu ambil paket sll tanya detail alamat padahal sen dah ngasi catat detail alamat
0,finally its october birthdayiapa lahir bulan oktober geng
-1,humor terlalu keras sulit kau cerna kamu terlalu alem jadi temenku wkwkw lueh
0,kalau bukan masak orang asing haribatiknasional
-1,aku kangen kamu kangen banget
1,batik kamu cantik haribatiknasional
-1,buat dai yguka umbar benci lari isi kotor pergi majelis dapet kotor bawah maje
1,oleh tahu orang ajar untuk oleh bijaksana harus amat
0,dua dong guys
0,ayang besok beli miniset yuk susu kamu udah offside tuh luvyu muah
1,matius minta beri kepada cari kamu dapat ketok pintu akan buka
-1,kamu bejat langsung jawab allah
1,pinter deh kamu kasi jempol
0,prioritas perintah tangan gempa tsunami saudara2 diulteng pasok listrik bbm logistik jadi priorita
0,mahal pero lang ramdam
-1,jangan tulang
-1,kamu tahu tanda tanda kalau teman nyata fake friend wajib kamu jauh tanda tanda teman
0,ayo tumpeng bangsug
-1,daoming feng menegurhancai datang rumah layan diri tak elegan sama sekali gimana kalau kamu
1,penyetancokelamat makan siang kak yuk ceria hari kamu makan bareng orang orang kesa
0,udh tinggal brg lama kali kadang iyaa ngliat kilas mirip
-1,berdo moga kamu lihat pelangi emg say biar kamu nemuin jalan pulang kayangan
-1,semua pilih hidup kadang pilih pihak kita kalau bisa jadi antidot jangan ikut ikut
0,naluri manusia upaya tahan hidup situasi darurat butuh perintah
0,presiden muka hari lalu diri telepon raja arabaudialman bin abdulaziz alaud kait benc
-1,indonesia rawan bencana
0,hayu mutualan hype kambeknya exo bareng bareng aja yaa
0,tayang mulai besok cgv tiket venom bisa kamu beli sekarang lalu datang langsung
0,akun ilang kak kita tag akun belah
0,ohh gituu jadi kamu ken aku die
1,kalo naksir kan neng ntar kamu
-1,kita sedang gelak tawa ini budak form sedang duka skip soal math susah
0,selamat hari batik nasional favers kita bangga hati guna batik khas bagai daerah indone
-1,tidak negara berulang2 nyata produksi massal kita data berapa besa
1,hehehehehhe kita plan pergi tambun kasi perfect oyeahh
1,bahagia sejati bukan gantung ada jadi diri saat tapi ada hati
-1,dukung bosan bingung presiden jokowi cepat krja nya kemaren minggu pagi diolo jogja langsung palu
-1,enggak kamu spesial dia laku banyak orang selain kamu kok
0,maneh kudu ngabela harga diri maha carana kudu juaraekalipun dunia benci persi85alawasna
0,selamat hari batik nasional kawanpajak haribatiknasional ayo lestari batik waris budaya asli indones
-1,cewek cowok antem kamu pernah waktu buat aku aku sibuk kerja aku kerja yaudah kit
-1,kamu romantis soon
-1,kamu goblog
1,dia pergi beri 100 alas tuk menang tunjuk pada kamu punya 1000 alas tuk senyum
-1,ngamar kan manja ngusel2 hihh kamu mesum nihh
0,einstein energi massa kali kuadrat cepat cahaya aku energi adalah kamu teens kikies
0,dua
-1,ada prihatin sperti bukan bsa saling bahu bahu ehhh kok malah sempat2nya mem bul
0,habis nntn berita wawancara korban selamat gempa bilang beli supermie kardus biasa 27rb jadi 300rb
1,wkwkwk sinyo gampang melar aku apakah ini
0,cek tanggal tempat laksana kang tinggal
-1,segala takut takut salah satu takut besar ialah kamu tak takut hilang
0,apa biasa kamu pikir sendiri malam belum tidur
0,bayang posisi
0,unesco masuk batik daftar representatif budaya tak benda waris manusia aku batik merup
-1,kamu kemanaaaaaa akuama kangen tauuu
0,tanggal oktober ingat ingat hari batik hari lahir fahmi ibnu abbad annajam baroka
-1,mmg hidup semua benda tak expect too much nnt sakit too much jugak since aku dah hadap
-1,sedih2 pegi amek gambaome structure shot kyunghee univ
0,ulama kat sana mesti superior nak mampus ada direct line siap sepakat and come conclusion maksiat lah
0,kannn dgn mcm berapi2 hahaha mmg mntk kne maki
0,popularitas harta benda titip kita tinggal smua tak bawa amal hidup
-1,soal pukul ratna sarumpaet banding foto duga itu hoax tunggu hasil periksa pol
-1,air mata sudah habis sisa rasa semangat mewek gue denger salah satu korban palu ngomong
-1,vytl hai mantan kata mau kapel mau nsa tau udah yang baru aja moga kamu ngel
1,bantu datang saudara palu donggola gerakcepatuntukpalu
1,penting kamu keluarga warga lain selamat moga dgn bantu perintah
-1,kalo orang minta secra sopan akan bantu senang hati kalo minta dengan cara matah sege
0,kok sama
-1,hidup ibarat telepon sang kasih putus tiba tiba sadar berapa banyak waktu telah sia sia
0,banyak bilang mek tante tembem legit sini kontol kamu tante jepit crott gin
-1,gak sekali bencana salah nomer nomer
-1,klang hambar tak tahu nak buat maksiat kat mana
-1,kan anti mainstream mainstream club kaya saat idol manis2 aiguu gue geleng2 kepala
0,anak syndicate ngomongin apa lupa trus gue nyeplos bilang one night stand muka santai mereka
1,allah tuhan maha baik yang temu salah satu bidadari kamu jokowi2periode 2019tetapjokowi
0,jadi nama lia bukan lumba2
0,iya sih mgkin masalah knp blum beli lhd anggara lum min seperti
1,kok sama sih paakama2 kurang suka gak suka kayu putih pak hehe jokowilagi
1,selamat hari batik nasional yuk ikut kumparangiveaway spesial hari batik kamu dapat pulsa 100
0,selamat hari batik nasional tadi engga suka pake gamis batik sejak dpt hmmm suka pake gamis
-1,waspada nih sampa
0,rpw halo rose jungkook gak berat kan kamu saya gangguin minggu
1,sisih wkwkwk
0,sip maksi bareng aku sini kamu situ gapapa biar bisa bikin rindu
0,tengah kamu guru kanan bukan murid cmiiw
0,angan angan lebih jadi bila hak dan hasil titik peluh sendiri harap bukan hak mmg tak lah soib
-1,kamu selalu kata yang buruk presidenensasi oceh tahu masyarakat
-1,rlt kadang rasa paling miskin antara kadang kesal rasa paling sengsara hidup
1,sbab allah sayang kitabab musibah turun kita dar dekat kan diri dgn allah
0,nunggu kamu
1,wanita sangat indah satu senyum aja udah jadi buah ajaib onigiri air gear
-1,dunia keliling aku samping kamu damba rasa sendiri
0,102 jangan jika kamu tahu tahu yakin
1,salah satu cara harga orang adalah bayang bagaimana hidup kita tanpa diri
-1,orang kamu cinta pergi hampa kamu rasa rika hold you
1,aku bukan orang sempurna aku usaha sempurna segala kurang sama sama
-1,kadang baik sering disalahartikan
-1,bila suka salah saudara itu tanda sakit hati hati sakit tak sembuh hati
-1,gilir budaya colong negara marah bagai punya budaya males lestari jangan gitu kawula
1,hidup ini luas tak melulu urus politik coba untk ber empati mahluk laen
0,krt jauh sudah adainbejeong doyeon nayeoneulgiaerom jihyo momo putus bergabun
0,urus tahan pangan kreativitas orang orang indonesia susah tanding
-1,aku udh pernh brntm masalah juga bbrpa buln lalu sma org sama emg sini suka
-1,jangan kecewa orang hanya rana pernah kecewa the point buang sifat blas dendam klau
-1,tidak cegah hapus asa hanya kendali kendali oleh
-1,kabar ratnaarumpaet pukul kalo kabar benar turut sayang jadi sebut moga lekas
0,istilah jual beli online kudu banget kamu tahu
-1,antropolog amerika robert jay tahun 1953 turun jateng gambar kejam pki guna kuat
0,apa kamu aku
1,harap program kurang resiko bencana jalan mekanisme mudah muraheperti bisa masu
-1,temu butuh rindu rindu butuh waktu kamu
-1,jujur aku cinta pada aku tidak mau kau rasa salah tidak sanggup kata iya sud
1,kamu tau gak kalo nama kamu selalu aku selip tiap doa2 aku utk sehat kerja rejeki keluarga
-1,kekmana rasa dicurhatin orang dua sebenernya selesai masalah sendiri dua2n
-1,bapak walikota hormat mana diri nampakkan wajah hadap masyarakat kota palu bahkan rumah saja
-1,hidup cuma guna umbar benci apa presiden
1,selamat hari batik nasional lestari waris leluhur kita batik national day haribatiknasional https
0,
-1,tahu diri aja gak sih kamu tuh cuma prioritas nya udah tahu diri gausah banyak minta
1,hahaha jangan jadi manusia bodoh biar pergi
1,wkwkwk emot dia sama beda arti
1,iya kuat kamu kan badak wkwkwk
0,folowers tai masak udah like deh tahun pas lulus coret coret seragam seragam
0,bagai usaha lain tak tahu grup bisnis terus urita kata aktivis prodem
0,padahal kalo mau lebih berfikir bijak hati perlu banyak omong ikan bantu bisa
1,lah iyaa universitas wkwkwkwk aamiin smoga dapet apa kamu mau yaaa
1,hidup tentang tetap bangkit jatuh kala harus ndlosor jenak kuat diri
0,mumpung setel cafe2 kek band kakak ngepost dulz enau negara lucu mari tertawa diri
1,batik identitas bangsa batik sama cinta batikpemersatu
1,masalah pintu tuntun tuju kelas hasil bahagia ikut mario teguh
0,rpw halo rose xblackpienx jungkook gak berat kan kamu saya gangguin minggu
1,sejak bila bini wajib kena masak men patut syukur perempuan sekarang rajin nak kerja
-1,hindar politisasi gempaulteng prabowo pilih galang dana kalau datang kunjung ini repot
0,sekaliji cuman berfikir konsep ini misal ada ubah konsep acara bossku
0,selamat hari batik nasional yoters yuk cek pantau kena motif batik favorit netizen twitter kal
0,lokasi tes mas ditmpt dft domisili
1,kerja keras nyata
0,ada atlet paralayang andal jatim yang tahu ada reza kambey danerda fahmi
0,bkipm manado hari galak bantu buat saudara saudara korban gempa tsunami wilayahulawesi
0,ayok cewe kamu perawan yakin joinini kuy cowo perjaka join kesini
-1,sih ngerasa kamu bukan untuk
1,malang kota komedi rabu kamis sampe jumat akan senang2 sama simplefeum toem
1,orang tua tau rasa apa jadi anak nya kita pernah kata denga
-1,kata pimpin tdk jarah sana hal ini masalah kecil
-1,maneh kudu ngabela harga diri maha carana kudu juaraekalipun dunia benci persi85alawasna bobotoh
0,bulutangkis indonesia turut kenal batik lewat prestasi juara gengsi kelas duniaelamat hari batik
1,cinta tdk butuh alas jgn tanya alas kamu cinta
1,hehehe sama kita jodoh
-1,aksi terorisme sumber agamaemua agama amp semua ideologi muka bumi pernah jadi alas aksi
-1,gimana kalo kamu posisi cewek nder kamu bakal marah nda
0,teori teori konspirasi balik misteriegitiga muda perlu kamu tahu
0,buat kamu rek ingin salur bantu langsung tuju posko peduli bencana ada balaikota
1,sempat peluang baik memanggil2 seringkali tidak lihat mereka jemput
-1,padahal daerah sana daerah punya percaya allah bisa kyak gitu sama korban jepang
1,sedang timpa musibah amp bencana mereka sempat beri simpati warga indonesia tim
0,haris sama felix nyari parfum bareng buat kado ulang tahun bayu tapi harga gak yang adab lix mik
0,punya ciri khas sendiri sendiri pas nyanyi juga emang suara beda beda jadi gampang bedainnya
1,moga dosa ampun mantan amal buat terima gebetan
-1,gak usah lapor sana sini gak guna mau bela klau pen
-1,duka donggala duka duka palu duka duka mamuju duka kita sumbang doa sembuh fisik terki
0,aku butuh segar buat sejuk ketika kala sedang tekan tinggi tiba2 terbuay seju
0,kita jumpa kemudian hari
-1,sekali kali bahkan kamu mulia anak yatim fajr nauzubillah
0,sahabat budiman kita hadir kaji muharram sama anzarimanjuntake tema hijra
0,mau pasang header ganteng nanti lain tau kalau kamu ganteng
0,ihalah mulu nebak kamu tuhhhh
0,ugh nyata pimpin titis gusti alloh ampuun laku ndodok sembah miring
0,siang anak anak gua cuma mau ingetin kita bakal reborn ulang buat member mau join silah rep
1,hahahaahhahahahahahahahaa bukan
1,dekah ribu baik datang kepadamuemoga saudara saudara bisa tabah lebih sabar jalan
0,cukup dgn liat dengar video singkat kita sdh mngatakan prabowo tpat tuk pimpin negiri htt
0,material bantu lanjut baik banyak pakai laki2 saudara korban gempa tsunami palu dongg
0,dewa kangen kata
-1,akan bahagia dunia buang semua yang anggap perlu monkey dragon
0,terus suka nanya kok aku pake kode cashback cuman dapet 30k kamu pake kode org dapetnya 30k say nih
-1,kalo kamu percaya tuhan ngapain kamu percaya sama amal tuhan ngatur semua klo emg
1,selamat haribatik bangga budaya karya bangsa
1,sama sukses pileg pilpres 2019 aman damai sejukatgasnusantaraatgasnusantarakaltim pol
-1,gimana kalau aku sih mending usah mulai kamu lanjutin iya kalo misal
-1,jatuh air mata bila tgk gambar bff dulu happy2 dgn kawan baru terima kasih sbb dulu pernah jadi sahabat baik aku
1,haha kita ngakak sama amas favoriteocial artist
1,buah pepaya buah manggis makan bareng sarah aduh kamu sangat manis aku jadi sabar
0,cuma pecat gak usut kecil kamu waktu mana kopassus man
-1,kadang kadang apa suka tak mesti kita milik
0,subuh zohor masa panjang zohor asar masa panjang asar maghrib masa panjang isyakubuh masa panj
-1,maksud gin kalo kamu pernah curhat sakit dikasarin kemudian kamu bilang cukup mau pergi lalu beberapa mingg
0,naruto ajar aku apa erti persahabatanifat dendam buat kau mcm mana rasa sakit bila hilang
1,pastu kalau send dorang lambat tak tangkap gambar pastu send dekat hahahaha
1,belakang cecer bukti2 ttg fpi jiwa merah putih cinta nkri
0,laki aku kata jmaat syg mai klu rasa cat tak elok takpa tukaq cat
1,perlu fokus pikir orang benci karena banyak org sayang
-1,sakti
0,hari batik nasional batik waris budaya bangsa aku unesco tanggal oktober 2009
0,siapa tmj orang manusia biasa pandang allah dar wahai tmj kamu manusia
1,orangtua selalu bahagia lihat selalu curah kasih sayang buat tanpa batas
